Tamanho,Repeticao,Fonte,Algoritmo,Tempo_s,CO2_kg
500,9,281,NetworkX Referencia,0.0039250850677490234,2.372448145493252e-08
500,9,245,Dijkstra Classico,0.02207326889038086,1.1619463877592124e-07
500,9,245,Dijkstra Min-Heap,0.007246494293212891,4.045812209210812e-08
500,9,245,NetworkX Referencia,0.00404810905456543,2.436144967892243e-08
500,10,31,Dijkstra Classico,0.022841691970825195,1.2004406152407445e-07
500,10,31,Dijkstra Min-Heap,0.00709986686706543,4.039495530985353e-08
500,10,31,NetworkX Referencia,0.006242036819458008,3.4817956562723824e-08
500,10,44,Dijkstra Classico,0.03959250450134277,2.050277028615556e-07
500,10,44,Dijkstra Min-Heap,0.013186931610107422,7.041372333609355e-08
500,10,44,NetworkX Referencia,0.0039119720458984375,2.3296399715181963e-08
500,10,143,Dijkstra Classico,0.022849321365356445,1.2029955445189836e-07
500,10,143,Dijkstra Min-Heap,0.007653236389160156,4.2450533509072414e-08
500,10,143,NetworkX Referencia,0.003924131393432617,2.4111438390575763e-08
500,10,196,Dijkstra Classico,0.024613142013549805,1.292703635607127e-07
500,10,196,Dijkstra Min-Heap,0.007258892059326172,4.152672517305203e-08
500,10,196,NetworkX Referencia,0.003870725631713867,2.3858341066390552e-08
500,10,70,Dijkstra Classico,0.03541111946105957,1.8413643447205868e-07
500,10,70,Dijkstra Min-Heap,0.01118922233581543,6.00176219063008e-08
500,10,70,NetworkX Referencia,0.00606226921081543,3.381600328616844e-08
500,11,214,Dijkstra Classico,0.04372286796569824,2.285161432724705e-07
500,11,214,Dijkstra Min-Heap,0.007486581802368164,4.1683273352794504e-08
500,11,214,NetworkX Referencia,0.003999948501586914,2.4107127155598943e-08
500,11,102,Dijkstra Classico,0.023136615753173828,1.2230233668178805e-07
500,11,102,Dijkstra Min-Heap,0.0071620941162109375,4.018790370134096e-08
500,11,102,NetworkX Referencia,0.004045724868774414,2.436431357705564e-08
500,11,329,Dijkstra Classico,0.024226903915405273,1.271218438871487e-07
500,11,329,Dijkstra Min-Heap,0.0074388980865478516,4.1977171456376135e-08
500,11,329,NetworkX Referencia,0.006494283676147461,4.286037593966662e-08
500,11,452,Dijkstra Classico,0.038755178451538086,2.0041948404705326e-07
500,11,452,Dijkstra Min-Heap,0.01446843147277832,7.861155443032123e-08
500,11,452,NetworkX Referencia,0.0062122344970703125,3.569949423064545e-08
500,11,408,Dijkstra Classico,0.02201056480407715,1.1601579249681633e-07
500,11,408,Dijkstra Min-Heap,0.007424354553222656,4.1533322161238157e-08
500,11,408,NetworkX Referencia,0.003976583480834961,2.4058951637835805e-08
500,12,269,Dijkstra Classico,0.02238178253173828,1.1783063210540362e-07
500,12,269,Dijkstra Min-Heap,0.5749955177307129,2.9320597284790614e-06
500,12,269,NetworkX Referencia,0.004158496856689453,2.4958151881631605e-08
500,12,127,Dijkstra Classico,0.02319812774658203,1.221222768619409e-07
500,12,127,Dijkstra Min-Heap,0.011856794357299805,6.343773772968158e-08
500,12,127,NetworkX Referencia,0.006064891815185547,3.415423518633642e-08
500,12,322,Dijkstra Classico,0.041120052337646484,2.1349669620549427e-07
500,12,322,Dijkstra Min-Heap,0.006951570510864258,3.935524145549821e-08
500,12,322,NetworkX Referencia,0.004706859588623047,2.7449070140875273e-08
500,12,410,Dijkstra Classico,0.0220944881439209,1.1627102449502052e-07
500,12,410,Dijkstra Min-Heap,0.007125139236450195,4.003644648746566e-08
500,12,410,NetworkX Referencia,0.0041904449462890625,2.535022693518821e-08
500,12,278,Dijkstra Classico,0.022297382354736328,1.1745978151298422e-07
500,12,278,Dijkstra Min-Heap,0.0070302486419677734,3.964949024617369e-08
500,12,278,NetworkX Referencia,0.006433248519897461,3.659549930546375e-08
500,13,406,Dijkstra Classico,0.039132118225097656,2.0234019570724743e-07
500,13,406,Dijkstra Min-Heap,0.012299060821533203,6.568267465182664e-08
500,13,406,NetworkX Referencia,0.004090785980224609,2.470810786701853e-08
500,13,9,Dijkstra Classico,0.023138761520385742,1.2152899393339018e-07
500,13,9,Dijkstra Min-Heap,0.00715947151184082,4.0502826441116395e-08
500,13,9,NetworkX Referencia,0.0039632320404052734,2.3775509951780178e-08
500,13,195,Dijkstra Classico,0.021988868713378906,1.1559747890837969e-07
500,13,195,Dijkstra Min-Heap,0.007158041000366211,4.022709876916258e-08
500,13,195,NetworkX Referencia,0.004027605056762695,2.405981791206854e-08
500,13,400,Dijkstra Classico,0.022263050079345703,1.172319589676452e-07
500,13,400,Dijkstra Min-Heap,0.01094365119934082,5.962718312371537e-08
500,13,400,NetworkX Referencia,0.006127119064331055,3.449824992532823e-08
500,13,365,Dijkstra Classico,0.0417935848236084,2.1673322091139407e-07
500,13,365,Dijkstra Min-Heap,0.007330179214477539,4.099624499082508e-08
500,13,365,NetworkX Referencia,0.0040438175201416016,2.4196651522655595e-08
500,14,183,Dijkstra Classico,0.023709535598754883,1.2493771260708754e-07
500,14,183,Dijkstra Min-Heap,0.009627342224121094,5.265292572585285e-08
500,14,183,NetworkX Referencia,0.003983974456787109,2.3915502110711733e-08
500,14,245,Dijkstra Classico,0.02232050895690918,1.1741972673594615e-07
500,14,245,Dijkstra Min-Heap,0.007143735885620117,4.0036357471985744e-08
500,14,245,NetworkX Referencia,0.006226539611816406,3.478468889466075e-08
500,14,278,Dijkstra Classico,0.04254412651062012,2.196915600318359e-07
500,14,278,Dijkstra Min-Heap,0.020471572875976562,1.196390537060937e-07
500,14,278,NetworkX Referencia,0.004582881927490234,2.78641475627298e-08
500,14,400,Dijkstra Classico,0.02229022979736328,1.1761490100984616e-07
500,14,400,Dijkstra Min-Heap,0.007219791412353516,4.052136427455827e-08
500,14,400,NetworkX Referencia,0.003986358642578125,2.392989072064996e-08
500,14,248,Dijkstra Classico,0.022522926330566406,1.1846525954950778e-07
500,14,248,Dijkstra Min-Heap,0.007044792175292969,4.0104743230425375e-08
500,14,248,NetworkX Referencia,0.004431724548339844,2.6082039673899467e-08
500,15,176,Dijkstra Classico,0.022238492965698242,1.1713435386402523e-07
500,15,176,Dijkstra Min-Heap,0.011042594909667969,5.931569323809174e-08
500,15,176,NetworkX Referencia,0.006236076354980469,3.477370378554935e-08
500,15,467,Dijkstra Classico,0.04038882255554199,2.08812033490197e-07
500,15,467,Dijkstra Min-Heap,0.006851673126220703,3.8616951312299885e-08
500,15,467,NetworkX Referencia,0.0040285587310791016,2.4282765390671607e-08
500,15,289,Dijkstra Classico,0.19520998001098633,9.980249719306068e-07
500,15,289,Dijkstra Min-Heap,0.0073680877685546875,4.1582029525605934e-08
500,15,289,NetworkX Referencia,0.004256248474121094,2.5544699375234667e-08
500,15,257,Dijkstra Classico,0.022556543350219727,1.1860034800302201e-07
500,15,257,Dijkstra Min-Heap,0.007123231887817383,4.012232215946953e-08
500,15,257,NetworkX Referencia,0.007982015609741211,4.393855630561229e-08
500,15,164,Dijkstra Classico,0.03944110870361328,2.0406533243344866e-07
500,15,164,Dijkstra Min-Heap,0.011988162994384766,6.625439117814898e-08
500,15,164,NetworkX Referencia,0.005075693130493164,2.941304122714143e-08
1000,1,730,Dijkstra Classico,0.09033989906311035,4.6407335990536277e-07
1000,1,730,Dijkstra Min-Heap,0.01639270782470703,8.739718682862106e-08
1000,1,730,NetworkX Referencia,0.009324073791503906,5.150982467281246e-08
1000,1,159,Dijkstra Classico,0.09437274932861328,4.84750854317908e-07
1000,1,159,Dijkstra Min-Heap,0.015672922134399414,8.333187678234288e-08
1000,1,159,NetworkX Referencia,0.009578227996826172,5.221926751518123e-08
1000,1,673,Dijkstra Classico,0.08756279945373535,4.4949506921872985e-07
1000,1,673,Dijkstra Min-Heap,0.025360822677612305,1.3228063697290934e-07
1000,1,673,NetworkX Referencia,0.014497756958007812,7.725206893952743e-08
1000,1,129,Dijkstra Classico,0.3855259418487549,1.9681357313229842e-06
1000,1,129,Dijkstra Min-Heap,0.016393661499023438,8.712393597999448e-08
1000,1,129,NetworkX Referencia,0.009367227554321289,5.1431561850488963e-08
1000,1,146,Dijkstra Classico,0.10587382316589355,5.429507930980657e-07
1000,1,146,Dijkstra Min-Heap,0.01668524742126465,8.85540958789496e-08
1000,1,146,NetworkX Referencia,0.008960723876953125,4.926801017245352e-08
1000,2,387,Dijkstra Classico,0.08937549591064453,4.587778331258981e-07
1000,2,387,Dijkstra Min-Heap,0.0167386531829834,8.917117519514961e-08
1000,2,387,NetworkX Referencia,0.014612913131713867,7.772540552885393e-08
1000,2,581,Dijkstra Classico,0.1564345359802246,7.999327310957395e-07
1000,2,581,Dijkstra Min-Heap,0.03213357925415039,1.6803447200299834e-07
1000,2,581,NetworkX Referencia,0.039224863052368164,2.034713570937529e-07
1000,2,753,Dijkstra Classico,0.2498302459716797,1.276222174862008e-06
1000,2,753,Dijkstra Min-Heap,0.0164947509765625,8.776748421541433e-08
1000,2,753,NetworkX Referencia,0.009095430374145508,5.012252888819397e-08
1000,2,273,Dijkstra Classico,0.08843088150024414,4.5451783626236846e-07
1000,2,273,Dijkstra Min-Heap,0.016668319702148438,8.856528350659329e-08
1000,2,273,NetworkX Referencia,0.015604257583618164,8.297494308742973e-08
1000,2,54,Dijkstra Classico,0.154693603515625,7.912275897582775e-07
1000,2,54,Dijkstra Min-Heap,0.025688886642456055,1.339357298377783e-07
1000,2,54,NetworkX Referencia,0.018932819366455078,1.0559460693480282e-07
1000,3,940,Dijkstra Classico,0.0894620418548584,4.591988730823913e-07
1000,3,940,Dijkstra Min-Heap,0.016628026962280273,8.896164822171215e-08
1000,3,940,NetworkX Referencia,0.011902809143066406,6.424196666333234e-08
1000,3,742,Dijkstra Classico,0.24599218368530273,1.2568162458237255e-06
1000,3,742,Dijkstra Min-Heap,0.016726970672607422,8.870637136153417e-08
1000,3,742,NetworkX Referencia,0.00940394401550293,5.1852856458325334e-08
1000,3,654,Dijkstra Classico,0.0887758731842041,4.5537133929130534e-07
1000,3,654,Dijkstra Min-Heap,0.0290067195892334,1.5153729291761587e-07
1000,3,654,NetworkX Referencia,0.017328739166259766,9.127398019272891e-08
1000,3,997,Dijkstra Classico,0.15411639213562012,7.879937899893824e-07
1000,3,997,Dijkstra Min-Heap,0.01667952537536621,8.846935372260125e-08
1000,3,997,NetworkX Referencia,0.010272026062011719,5.671484218896954e-08
1000,3,379,Dijkstra Classico,0.0876922607421875,4.5029081580727765e-07
1000,3,379,Dijkstra Min-Heap,0.016710758209228516,8.916357201786183e-08
1000,3,379,NetworkX Referencia,0.05102133750915527,2.755081337346549e-07
1000,4,724,Dijkstra Classico,0.08917951583862305,4.583050145579102e-07
1000,4,724,Dijkstra Min-Heap,0.18731236457824707,9.578247187287313e-07
1000,4,724,NetworkX Referencia,0.014655351638793945,7.758358599530677e-08
1000,4,796,Dijkstra Classico,0.15936756134033203,8.147425527016823e-07
1000,4,796,Dijkstra Min-Heap,0.028984785079956055,1.508165382866561e-07
1000,4,796,NetworkX Referencia,0.009619951248168945,5.2456700851720495e-08
1000,4,255,Dijkstra Classico,0.08767199516296387,4.50912874745222e-07
1000,4,255,Dijkstra Min-Heap,0.016755342483520508,8.940737240820825e-08
1000,4,255,NetworkX Referencia,0.009693384170532227,5.307206555259852e-08
1000,4,694,Dijkstra Classico,0.08782625198364258,4.510916198890206e-07
1000,4,694,Dijkstra Min-Heap,0.02630925178527832,1.3769454901701673e-07
1000,4,694,NetworkX Referencia,0.009860992431640625,5.47437158693302e-08
1000,4,623,Dijkstra Classico,0.1538715362548828,7.872004147339409e-07
1000,4,623,Dijkstra Min-Heap,0.04720616340637207,2.4831563327955685e-07
1000,4,623,NetworkX Referencia,0.017108917236328125,9.041941541511917e-08
1000,5,428,Dijkstra Classico,0.2634775638580322,1.3454925449446807e-06
1000,5,428,Dijkstra Min-Heap,0.016833066940307617,9.001249048622333e-08
1000,5,428,NetworkX Referencia,0.009801387786865234,5.395143776388897e-08
1000,5,723,Dijkstra Classico,0.08903837203979492,4.5726550005648063e-07
1000,5,723,Dijkstra Min-Heap,0.016918420791625977,9.062638069115336e-08
1000,5,723,NetworkX Referencia,0.009381771087646484,5.145596694422309e-08
1000,5,468,Dijkstra Classico,0.08880853652954102,4.569902656712556e-07
1000,5,468,Dijkstra Min-Heap,0.017604589462280273,9.334884124753931e-08
1000,5,468,NetworkX Referencia,0.014581441879272461,7.827684657283096e-08
1000,5,187,Dijkstra Classico,0.1571483612060547,8.035595039764194e-07
1000,5,187,Dijkstra Min-Heap,0.03151345252990723,1.63872307717682e-07
1000,5,187,NetworkX Referencia,0.009276866912841797,5.0615100822545416e-08
1000,5,449,Dijkstra Classico,0.26246047019958496,1.340929938946508e-06
1000,5,449,Dijkstra Min-Heap,0.016542434692382812,8.845707406656987e-08
1000,5,449,NetworkX Referencia,0.009489059448242188,5.198248826547892e-08
1000,6,362,Dijkstra Classico,0.0917813777923584,4.7163947837241854e-07
1000,6,362,Dijkstra Min-Heap,0.01649165153503418,8.82863887705663e-08
1000,6,362,NetworkX Referencia,0.009450435638427734,5.259324949684072e-08
1000,6,817,Dijkstra Classico,0.15949749946594238,8.153097118309451e-07
1000,6,817,Dijkstra Min-Heap,0.029327869415283203,1.5271660679094984e-07
1000,6,817,NetworkX Referencia,0.01620030403137207,8.557965040469662e-08
1000,6,479,Dijkstra Classico,0.08694124221801758,4.471075478632081e-07
1000,6,479,Dijkstra Min-Heap,0.017202377319335938,9.219306378244624e-08
1000,6,479,NetworkX Referencia,0.00937795639038086,5.149906023947494e-08
1000,6,514,Dijkstra Classico,0.08838891983032227,4.539898578939386e-07
1000,6,514,Dijkstra Min-Heap,0.17612123489379883,9.011562673427219e-07
1000,6,514,NetworkX Referencia,0.010734319686889648,5.8102195702676106e-08
1000,6,293,Dijkstra Classico,0.08850383758544922,4.5470408297348395e-07
1000,6,293,Dijkstra Min-Heap,0.027048349380493164,1.4099368271876763e-07
1000,6,293,NetworkX Referencia,0.014331817626953125,7.61236897056301e-08
1000,7,282,Dijkstra Classico,0.15819525718688965,8.088750523209398e-07
1000,7,282,Dijkstra Min-Heap,0.017097949981689453,9.170943715345119e-08
1000,7,282,NetworkX Referencia,0.00959634780883789,5.243209445434825e-08
1000,7,975,Dijkstra Classico,0.08806252479553223,4.523250148285447e-07
1000,7,975,Dijkstra Min-Heap,0.016754150390625,8.925616497815905e-08
1000,7,975,NetworkX Referencia,0.009447097778320312,5.201294273363881e-08
1000,7,438,Dijkstra Classico,0.08897185325622559,4.5698006606576695e-07
1000,7,438,Dijkstra Min-Heap,0.1866159439086914,9.54768978238096e-07
1000,7,438,NetworkX Referencia,0.00928354263305664,5.146076153326471e-08
1000,7,533,Dijkstra Classico,0.15436434745788574,7.897305552148168e-07
1000,7,533,Dijkstra Min-Heap,0.026996612548828125,1.404812238079286e-07
1000,7,533,NetworkX Referencia,0.017567873001098633,9.261722860286568e-08
1000,7,964,Dijkstra Classico,0.08872365951538086,4.5615573701449233e-07
1000,7,964,Dijkstra Min-Heap,0.016566753387451172,8.83924997045961e-08
1000,7,964,NetworkX Referencia,0.00938272476196289,5.1722912066934705e-08
1000,8,735,Dijkstra Classico,0.08985590934753418,4.6178548879233934e-07
1000,8,735,Dijkstra Min-Heap,0.027612924575805664,1.444605060963356e-07
1000,8,735,NetworkX Referencia,0.009176969528198242,5.120067459745319e-08
1000,8,902,Dijkstra Classico,0.09224200248718262,4.741135864774041e-07
1000,8,902,Dijkstra Min-Heap,0.025812864303588867,1.3460488678206866e-07
1000,8,902,NetworkX Referencia,0.01491093635559082,7.884623491816989e-08
1000,8,945,Dijkstra Classico,0.38663387298583984,1.975581161830723e-06
1000,8,945,Dijkstra Min-Heap,0.017855405807495117,9.45973349048402e-08
1000,8,945,NetworkX Referencia,0.009406805038452148,5.195756880302917e-08
1000,8,833,Dijkstra Classico,0.09048938751220703,4.64826740521468e-07
1000,8,833,Dijkstra Min-Heap,0.017248153686523438,9.184487484183283e-08
1000,8,833,NetworkX Referencia,0.009488821029663086,5.198652886844601e-08
1000,8,234,Dijkstra Classico,0.08711957931518555,4.47384552396858e-07
1000,8,234,Dijkstra Min-Heap,0.025458574295043945,1.3397336891204645e-07
1000,8,234,NetworkX Referencia,0.015480279922485352,8.599567777143534e-08
1000,9,312,Dijkstra Classico,0.15900397300720215,8.131896865927771e-07
1000,9,312,Dijkstra Min-Heap,0.029949188232421875,1.5630707758881896e-07
1000,9,312,NetworkX Referencia,0.009258031845092773,5.128394345157307e-08
1000,9,650,Dijkstra Classico,0.08872485160827637,4.5743199679975996e-07
1000,9,650,Dijkstra Min-Heap,0.1747117042541504,8.936350045650184e-07
1000,9,650,NetworkX Referencia,0.009787559509277344,5.3633944094573417e-08
1000,9,878,Dijkstra Classico,0.08738827705383301,4.491164919991899e-07
1000,9,878,Dijkstra Min-Heap,0.016668081283569336,8.878505785194607e-08
1000,9,878,NetworkX Referencia,0.009323835372924805,5.1226771011774124e-08
1000,9,89,Dijkstra Classico,0.16007232666015625,8.188123570922782e-07
1000,9,89,Dijkstra Min-Heap,0.02695608139038086,1.4062996458552914e-07
1000,9,89,NetworkX Referencia,0.014545917510986328,7.717969616580489e-08
1000,9,970,Dijkstra Classico,0.08864784240722656,4.5571569647957937e-07
1000,9,970,Dijkstra Min-Heap,0.017179489135742188,9.12419044884644e-08
1000,9,970,NetworkX Referencia,0.009516239166259766,5.285089283231284e-08
1000,10,312,Dijkstra Classico,0.09011626243591309,4.634375918935704e-07
1000,10,312,Dijkstra Min-Heap,0.19064664840698242,9.75343390521848e-07
1000,10,312,NetworkX Referencia,0.009339570999145508,5.1308658720930576e-08
1000,10,416,Dijkstra Classico,0.08765482902526855,4.501874506831399e-07
1000,10,416,Dijkstra Min-Heap,0.017557382583618164,9.34670429369994e-08
1000,10,416,NetworkX Referencia,0.015609264373779297,8.23279588746008e-08
1000,10,789,Dijkstra Classico,0.15553021430969238,7.956544997738072e-07
1000,10,789,Dijkstra Min-Heap,0.03339815139770508,1.7762040307383902e-07
1000,10,789,NetworkX Referencia,0.009788990020751953,5.351215605433473e-08
1000,10,320,Dijkstra Classico,0.09058642387390137,4.662498681110461e-07
1000,10,320,Dijkstra Min-Heap,0.0215756893157959,1.1353050188315283e-07
1000,10,320,NetworkX Referencia,0.009379386901855469,5.182710347084844e-08
1000,10,865,Dijkstra Classico,0.08881664276123047,4.564005841107046e-07
1000,10,865,Dijkstra Min-Heap,0.19296765327453613,9.865786490736836e-07
1000,10,865,NetworkX Referencia,0.009428024291992188,5.177039640697472e-08
1000,11,92,Dijkstra Classico,0.15964555740356445,8.173786913511185e-07
1000,11,92,Dijkstra Min-Heap,0.02671194076538086,1.391091399776919e-07
1000,11,92,NetworkX Referencia,0.016181230545043945,8.589009335859179e-08
1000,11,649,Dijkstra Classico,0.08808183670043945,4.526601419983264e-07
1000,11,649,Dijkstra Min-Heap,0.017023324966430664,9.092612712491179e-08
1000,11,649,NetworkX Referencia,0.009715795516967773,5.3709381308663035e-08
1000,11,81,Dijkstra Classico,0.08889555931091309,4.567990262410075e-07
1000,11,81,Dijkstra Min-Heap,0.027489662170410156,1.438459620639578e-07
1000,11,81,NetworkX Referencia,0.009559869766235352,5.2658765543830095e-08
1000,11,78,Dijkstra Classico,0.08717107772827148,4.4789965280961796e-07
1000,11,78,Dijkstra Min-Heap,0.03049755096435547,1.583966340500736e-07
1000,11,78,NetworkX Referencia,0.21352648735046387,1.0906633069063685e-06
1000,11,747,Dijkstra Classico,0.16193222999572754,8.279103999695254e-07
1000,11,747,Dijkstra Min-Heap,0.016258716583251953,8.669195214050404e-08
1000,11,747,NetworkX Referencia,0.009155750274658203,5.045238709291059e-08
1000,12,245,Dijkstra Classico,0.0870048999786377,4.4694011329840006e-07
1000,12,245,Dijkstra Min-Heap,0.016987085342407227,9.038782329960493e-08
1000,12,245,NetworkX Referencia,0.010322093963623047,5.61403934556876e-08
1000,12,967,Dijkstra Classico,0.08826208114624023,4.531224568729072e-07
1000,12,967,Dijkstra Min-Heap,0.017389774322509766,9.269691183761384e-08
1000,12,967,NetworkX Referencia,0.009386062622070312,5.198076227144241e-08
1000,12,95,Dijkstra Classico,0.15340304374694824,7.84595875730245e-07
1000,12,95,Dijkstra Min-Heap,0.024858951568603516,1.2969066701343175e-07
1000,12,95,NetworkX Referencia,0.017014741897583008,8.966283915096057e-08
1000,12,169,Dijkstra Classico,0.24866890907287598,1.2702639872319941e-06
1000,12,169,Dijkstra Min-Heap,0.016771793365478516,8.93904972681414e-08
1000,12,169,NetworkX Referencia,0.009474515914916992,5.2224866059767376e-08
1000,12,589,Dijkstra Classico,0.09120011329650879,4.683471839468624e-07
1000,12,589,Dijkstra Min-Heap,0.019649982452392578,1.0374974965264749e-07
1000,12,589,NetworkX Referencia,0.009473800659179688,5.2109597873846776e-08
1000,13,58,Dijkstra Classico,0.09184741973876953,4.717398433123556e-07
1000,13,58,Dijkstra Min-Heap,0.02546525001525879,1.3303076613435263e-07
1000,13,58,NetworkX Referencia,0.014422178268432617,7.666170541750912e-08
1000,13,86,Dijkstra Classico,0.16682887077331543,8.53153747451758e-07
1000,13,86,Dijkstra Min-Heap,0.1752917766571045,8.969995233354642e-07
1000,13,86,NetworkX Referencia,0.00959014892578125,5.2810924383341765e-08
1000,13,761,Dijkstra Classico,0.08756899833679199,4.496759434120374e-07
1000,13,761,Dijkstra Min-Heap,0.020179271697998047,1.0655140623152354e-07
1000,13,761,NetworkX Referencia,0.009180307388305664,5.0497975184335574e-08
1000,13,292,Dijkstra Classico,0.09123778343200684,4.68501785161232e-07
1000,13,292,Dijkstra Min-Heap,0.026784658432006836,1.3991234012362166e-07
1000,13,292,NetworkX Referencia,0.014942646026611328,7.919788097905622e-08
1000,13,567,Dijkstra Classico,0.15881824493408203,8.119319265663274e-07
1000,13,567,Dijkstra Min-Heap,0.03376650810241699,1.7678193472178785e-07
1000,13,567,NetworkX Referencia,0.009735822677612305,5.347115835444772e-08
1000,14,951,Dijkstra Classico,0.0912160873413086,4.684861369328013e-07
1000,14,951,Dijkstra Min-Heap,0.016646146774291992,8.911069650693318e-08
1000,14,951,NetworkX Referencia,0.009303569793701172,5.1991004288824246e-08
1000,14,504,Dijkstra Classico,0.25078773498535156,1.2816675708748754e-06
1000,14,504,Dijkstra Min-Heap,0.017290592193603516,9.18530430807726e-08
1000,14,504,NetworkX Referencia,0.010116100311279297,5.6534684635872585e-08
1000,14,827,Dijkstra Classico,0.1595301628112793,8.215599442404209e-07
1000,14,827,Dijkstra Min-Heap,0.027096033096313477,1.4141912583546402e-07
1000,14,827,NetworkX Referencia,0.014285802841186523,7.67085502432661e-08
1000,14,895,Dijkstra Classico,0.08820033073425293,4.530620266728193e-07
1000,14,895,Dijkstra Min-Heap,0.017877817153930664,9.511590696631326e-08
1000,14,895,NetworkX Referencia,0.009400367736816406,5.179205836499553e-08
1000,14,10,Dijkstra Classico,0.08680081367492676,4.4570257298297823e-07
1000,14,10,Dijkstra Min-Heap,0.019297361373901367,1.0319218187451399e-07
1000,14,10,NetworkX Referencia,0.011415719985961914,6.208431326994502e-08
1000,15,985,Dijkstra Classico,0.08802461624145508,4.5246257138761633e-07
1000,15,985,Dijkstra Min-Heap,0.1853621006011963,9.482796512491675e-07
1000,15,985,NetworkX Referencia,0.014053106307983398,7.46138022013808e-08
1000,15,971,Dijkstra Classico,0.15529179573059082,7.939617324386364e-07
1000,15,971,Dijkstra Min-Heap,0.03229808807373047,1.7269067327384877e-07
1000,15,971,NetworkX Referencia,0.009805917739868164,5.38115016074312e-08
1000,15,434,Dijkstra Classico,0.0881047248840332,4.5285555829731664e-07
1000,15,434,Dijkstra Min-Heap,0.01721024513244629,9.15328715200594e-08
1000,15,434,NetworkX Referencia,0.010083436965942383,5.5206977277915906e-08
1000,15,693,Dijkstra Classico,0.08818697929382324,4.5284226564101244e-07
1000,15,693,Dijkstra Min-Heap,0.016911029815673828,9.008784041056503e-08
1000,15,693,NetworkX Referencia,0.00955963134765625,5.273798606712675e-08
1000,15,520,Dijkstra Classico,0.15747809410095215,8.050143735616891e-07
1000,15,520,Dijkstra Min-Heap,0.26019716262817383,1.32837620572674e-06
1000,15,520,NetworkX Referencia,0.01553964614868164,8.210777078235406e-08
5000,1,4024,Dijkstra Classico,2.3796284198760986,1.2123178840408188e-05
5000,1,4024,Dijkstra Min-Heap,0.13373088836669922,6.850898031726742e-07
5000,1,4024,NetworkX Referencia,0.07071042060852051,3.640903340847405e-07
5000,1,1236,Dijkstra Classico,3.883204698562622,1.9780613354907243e-05
5000,1,1236,Dijkstra Min-Heap,0.3051269054412842,1.5580262646698698e-06
5000,1,1236,NetworkX Referencia,0.06754636764526367,3.4909485776434035e-07
5000,1,2758,Dijkstra Classico,2.3079442977905273,1.175872347447496e-05
5000,1,2758,Dijkstra Min-Heap,0.320406436920166,1.6361408609850395e-06
5000,1,2758,NetworkX Referencia,0.06508398056030273,3.3604739481697457e-07
5000,1,4841,Dijkstra Classico,3.8418710231781006,1.9570443307022788e-05
5000,1,4841,Dijkstra Min-Heap,0.31134581565856934,1.5896997547553437e-06
5000,1,4841,NetworkX Referencia,0.07001495361328125,3.6101477742997753e-07
5000,1,3428,Dijkstra Classico,2.344508171081543,1.194454666208323e-05
5000,1,3428,Dijkstra Min-Heap,0.13314175605773926,6.822180299623355e-07
5000,1,3428,NetworkX Referencia,0.06699395179748535,3.451821702562922e-07
5000,2,616,Dijkstra Classico,3.6267855167388916,1.8475086940958832e-05
5000,2,616,Dijkstra Min-Heap,0.3057291507720947,1.561429171423159e-06
5000,2,616,NetworkX Referencia,0.06745123863220215,3.477209405017805e-07
5000,2,749,Dijkstra Classico,2.314147710800171,1.1789747255388543e-05
5000,2,749,Dijkstra Min-Heap,0.3123314380645752,1.5949649558498402e-06
5000,2,749,NetworkX Referencia,0.10144352912902832,5.204377764047696e-07
5000,2,2960,Dijkstra Classico,3.26607608795166,1.6637423459440656e-05
5000,2,2960,Dijkstra Min-Heap,0.13201904296875,6.766483232560716e-07
5000,2,2960,NetworkX Referencia,0.06820344924926758,3.513766312424367e-07
5000,2,4985,Dijkstra Classico,2.3327863216400146,1.1884408177579003e-05
5000,2,4985,Dijkstra Min-Heap,0.3050227165222168,1.5577567738471847e-06
5000,2,4985,NetworkX Referencia,0.10105466842651367,5.181109706912317e-07
5000,2,2822,Dijkstra Classico,3.1511411666870117,1.6052691694049058e-05
5000,2,2822,Dijkstra Min-Heap,0.31919145584106445,1.6298982613311566e-06
5000,2,2822,NetworkX Referencia,0.07059454917907715,3.647394420340118e-07
5000,3,1883,Dijkstra Classico,2.3641254901885986,1.204440032286522e-05
5000,3,1883,Dijkstra Min-Heap,0.1447296142578125,7.413794862266764e-07
5000,3,1883,NetworkX Referencia,0.09394311904907227,4.815925798133725e-07
5000,3,1885,Dijkstra Classico,3.1605870723724365,1.6100725436483323e-05
5000,3,1885,Dijkstra Min-Heap,0.31458353996276855,1.607246821804556e-06
5000,3,1885,NetworkX Referencia,0.0714261531829834,3.6776269430691067e-07
5000,3,4137,Dijkstra Classico,2.321378707885742,1.1826662445314564e-05
5000,3,4137,Dijkstra Min-Heap,0.314258337020874,1.6045127688640257e-06
5000,3,4137,NetworkX Referencia,0.13030481338500977,6.66759561905443e-07
5000,3,2385,Dijkstra Classico,2.941575288772583,1.4984976822243006e-05
5000,3,2385,Dijkstra Min-Heap,0.29314184188842773,1.4970444840130323e-06
5000,3,2385,NetworkX Referencia,0.0764312744140625,3.929171287749994e-07
5000,3,750,Dijkstra Classico,2.3115766048431396,1.1776233237637173e-05
5000,3,750,Dijkstra Min-Heap,0.318744421005249,1.6276906567282407e-06
5000,3,750,NetworkX Referencia,0.09683609008789062,4.96401099335111e-07
5000,4,3223,Dijkstra Classico,3.1155598163604736,1.5871068262025123e-05
